bin	cazyme	copy_number	group	name	genome_completeness
S_lactarius_ASSEMBLYK77_EHC8_1833_18	CE9	2	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GH43_31	0	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GT101	0	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GT32	0	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GH13_17	3	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GT113	1	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GH2	1	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	CE4	2	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GT51	2	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GH36	0	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GH140	0	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GH87	0	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GH95	1	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GT2_Glyco_trans_2_3	1	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	CE1	2	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GH13_9	4	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GH13_30	2	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GH163	0	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GH43_32	0	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GH84	1	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GT45	0	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GH13_18	2	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GH13_7	3	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GH20	1	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GT8	1	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GH13_29	2	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GH13_11	3	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GH77	0	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GH43_4	0	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GH13_5	4	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GT2_Glycos_transf_2	6	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	CE3	0	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GH13_27	1	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GH13_31	3	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GH70	1	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GH13_1	4	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GH13_41	4	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GH43_10	0	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GH13_23	3	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GH43_26	0	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GH35	0	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GH125	0	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GH13_12	5	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GH13_4	2	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GH43_13	0	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GH13_21	3	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GH93	0	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GH109	0	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GH13_32	4	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GH13_38	2	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GT21	0	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GH13_2	4	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GH53	0	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	PL8	0	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GH1	2	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GH38	0	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GT11	0	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GH13_13	4	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GH43_8	0	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GT2_Glyco_tranf_2_2	1	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GH43_14	0	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	CE7	0	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	PL12	0	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GH85	0	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GH23	0	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GH43_30	0	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GT1	1	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GH158	1	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	PL8_1	0	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GH31	0	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GH43_34	0	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GH92	0	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GT52	0	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GH43_9	0	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GH13_8	1	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GH25	2	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GH13_3	3	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GH13_35	2	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GH8	1	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GH43_5	0	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GH13_6	3	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GT27	1	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GH13_28	3	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	PL8_2	0	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GH73	1	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GH13_10	4	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GH13_15	1	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GH13_42	2	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GH43_11	0	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GH13_26	2	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GH43_28	0	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GT4	5	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GH13	5	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GH13_36	4	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GH66	0	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GH43	0	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GT28	1	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GH68	0	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	PL8_3	0	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GH13_34	2	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GT35	0	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GH43_18	0	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GH13_16	4	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GH5	0	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GH88	0	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GH13_14	5	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GH43_29	0	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GH3	0	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GH43_15	0	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GH43_3	0	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GH43_36	0	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GH29	2	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GH43_16	0	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GH43_2	0	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	GH32	2	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ASSEMBLYK77_EHC8_1833_18	CE12	0	LACTARIUS	S_lactarius_ASSEMBLYK77_EHC8_1833_18	85.92
S_lactarius_ERR10960869_bin6	GH43_4	0	LACTARIUS	S_lactarius_ERR10960869_bin6	50.7
S_lactarius_ERR10960869_bin6	GH93	0	LACTARIUS	S_lactarius_ERR10960869_bin6	50.7
S_lactarius_ERR10960869_bin6	CE9	2	LACTARIUS	S_lactarius_ERR10960869_bin6	50.7
S_lactarius_ERR10960869_bin6	CE7	0	LACTARIUS	S_lactarius_ERR10960869_bin6	50.7
S_lactarius_ERR10960869_bin6	GH13_37	2	LACTARIUS	S_lactarius_ERR10960869_bin6	50.7
S_lactarius_ERR10960869_bin6	GH95	1	LACTARIUS	S_lactarius_ERR10960869_bin6	50.7
S_lactarius_ERR10960869_bin6	GH13_17	1	LACTARIUS	S_lactarius_ERR10960869_bin6	50.7
S_lactarius_ERR10960869_bin6	GH13_2	3	LACTARIUS	S_lactarius_ERR10960869_bin6	50.7
S_lactarius_ERR10960869_bin6	GH31	0	LACTARIUS	S_lactarius_ERR10960869_bin6	50.7
S_lactarius_ERR10960869_bin6	GH13_20	3	LACTARIUS	S_lactarius_ERR10960869_bin6	50.7
S_lactarius_ERR10960869_bin6	GH13_4	0	LACTARIUS	S_lactarius_ERR10960869_bin6	50.7
S_lactarius_ERR10960869_bin6	GH1	2	LACTARIUS	S_lactarius_ERR10960869_bin6	50.7
S_lactarius_ERR10960869_bin6	CE1	1	LACTARIUS	S_lactarius_ERR10960869_bin6	50.7
S_lactarius_ERR10960869_bin6	CE4	1	LACTARIUS	S_lactarius_ERR10960869_bin6	50.7
S_lactarius_ERR10960869_bin6	GH43_8	0	LACTARIUS	S_lactarius_ERR10960869_bin6	50.7
S_lactarius_ERR10960869_bin6	GH13_22	0	LACTARIUS	S_lactarius_ERR10960869_bin6	50.7
S_lactarius_ERR10960869_bin6	GH43_14	0	LACTARIUS	S_lactarius_ERR10960869_bin6	50.7
S_lactarius_ERR10960869_bin6	GH43_10	0	LACTARIUS	S_lactarius_ERR10960869_bin6	50.7
S_lactarius_ERR10960869_bin6	GT8	1	LACTARIUS	S_lactarius_ERR10960869_bin6	50.7
S_lactarius_ERR10960869_bin6	GH13_39	2	LACTARIUS	S_lactarius_ERR10960869_bin6	50.7
S_lactarius_ERR10960869_bin6	GH77	1	LACTARIUS	S_lactarius_ERR10960869_bin6	50.7
S_lactarius_ERR10960869_bin6	GT26	0	LACTARIUS	S_lactarius_ERR10960869_bin6	50.7
S_lactarius_ERR10960869_bin6	GH13_5	3	LACTARIUS	S_lactarius_ERR10960869_bin6	50.7
S_lactarius_ERR10960869_bin6	GH163	0	LACTARIUS	S_lactarius_ERR10960869_bin6	50.7
S_lactarius_ERR10960869_bin6	GT2_Glycos_transf_2	3	LACTARIUS	S_lactarius_ERR10960869_bin6	50.7
S_lactarius_ERR10960869_bin6	GH101	1	LACTARIUS	S_lactarius_ERR10960869_bin6	50.7
S_lactarius_ERR10960869_bin6	GH13_40	0	LACTARIUS	S_lactarius_ERR10960869_bin6	50.7
S_lactarius_ERR10960869_bin6	GH106	0	LACTARIUS	S_lactarius_ERR10960869_bin6	50.7
S_lactarius_ERR10960869_bin6	GH70	1	LACTARIUS	S_lactarius_ERR10960869_bin6	50.7
S_lactarius_ERR10960869_bin6	GH92	0	LACTARIUS	S_lactarius_ERR10960869_bin6	50.7
S_lactarius_ERR10960869_bin6	GH43_24	0	LACTARIUS	S_lactarius_ERR10960869_bin6	50.7
S_lactarius_ERR10960869_bin6	GH43_9	0	LACTARIUS	S_lactarius_ERR10960869_bin6	50.7
S_lactarius_ERR10960869_bin6	GH85	0	LACTARIUS	S_lactarius_ERR10960869_bin6	50.7
S_lactarius_ERR10960869_bin6	PL12_1	0	LACTARIUS	S_lactarius_ERR10960869_bin6	50.7
S_lactarius_ERR10960869_bin6	GH43_26	0	LACTARIUS	S_lactarius_ERR10960869_bin6	50.7
S_lactarius_ERR10960869_bin6	GT101	0	LACTARIUS	S_lactarius_ERR10960869_bin6	50.7
S_lactarius_ERR10960869_bin6	GH43_12	0	LACTARIUS	S_lactarius_ERR10960869_bin6	50.7
S_lactarius_ERR10960869_bin6	GH8	0	LACTARIUS	S_lactarius_ERR10960869_bin6	50.7
S_lactarius_ERR10960869_bin6	GH43_5	0	LACTARIUS	S_lactarius_ERR10960869_bin6	50.7
S_lactarius_ERR10960869_bin6	GH13_6	2	LACTARIUS	S_lactarius_ERR10960869_bin6	50.7
S_lactarius_ERR10960869_bin6	GH13_21	1	LACTARIUS	S_lactarius_ERR10960869_bin6	50.7
S_lactarius_ERR10960869_bin6	GH2	1	LACTARIUS	S_lactarius_ERR10960869_bin6	50.7
S_lactarius_ERR10960869_bin6	GH36	0	LACTARIUS	S_lactarius_ERR10960869_bin6	50.7
S_lactarius_ERR10960869_bin6	GH13_19	2	LACTARIUS	S_lactarius_ERR10960869_bin6	50.7
S_lactarius_ERR10960869_bin6	GH140	0	LACTARIUS	S_lactarius_ERR10960869_bin6	50.7
S_lactarius_ERR10960869_bin6	GH13_38	0	LACTARIUS	S_lactarius_ERR10960869_bin6	50.7
S_lactarius_ERR10960869_bin6	GH13_15	1	LACTARIUS	S_lactarius_ERR10960869_bin6	50.7
S_lactarius_ERR10960869_bin6	GH13_42	0	LACTARIUS	S_lactarius_ERR10960869_bin6	50.7
S_lactarius_ERR10960869_bin6	GH43_11	0	LACTARIUS	S_lactarius_ERR10960869_bin6	50.7
S_lactarius_ERR10960869_bin6	GH13_35	0	LACTARIUS	S_lactarius_ERR10960869_bin6	50.7
S_lactarius_ERR10960869_bin6	GH13_30	0	LACTARIUS	S_lactarius_ERR10960869_bin6	50.7
S_lactarius_ERR10960869_bin6	GH43_28	0	LACTARIUS	S_lactarius_ERR10960869_bin6	50.7
S_lactarius_ERR10960869_bin6	GH84	0	LACTARIUS	S_lactarius_ERR10960869_bin6	50.7
S_lactarius_ERR10960869_bin6	GH13_13	3	LACTARIUS	S_lactarius_ERR10960869_bin6	50.7
S_lactarius_ERR10960869_bin6	GH13_18	0	LACTARIUS	S_lactarius_ERR10960869_bin6	50.7
S_lactarius_ERR10960869_bin6	GH13_7	1	LACTARIUS	S_lactarius_ERR10960869_bin6	50.7
S_lactarius_ERR10960869_bin6	GT28	1	LACTARIUS	S_lactarius_ERR10960869_bin6	50.7
S_lactarius_ERR10960869_bin6	PL12	0	LACTARIUS	S_lactarius_ERR10960869_bin6	50.7
S_lactarius_ERR10960869_bin6	GH121	1	LACTARIUS	S_lactarius_ERR10960869_bin6	50.7
S_lactarius_ERR10960869_bin6	GH13_11	3	LACTARIUS	S_lactarius_ERR10960869_bin6	50.7
S_lactarius_ERR10960869_bin6	GH23	0	LACTARIUS	S_lactarius_ERR10960869_bin6	50.7
S_lactarius_ERR10960869_bin6	GT1	1	LACTARIUS	S_lactarius_ERR10960869_bin6	50.7
S_lactarius_ERR10960869_bin6	CE3	1	LACTARIUS	S_lactarius_ERR10960869_bin6	50.7
S_lactarius_ERR10960869_bin6	PL8_1	0	LACTARIUS	S_lactarius_ERR10960869_bin6	50.7
S_lactarius_ERR10960869_bin6	GH13_31	2	LACTARIUS	S_lactarius_ERR10960869_bin6	50.7
S_lactarius_ERR10960869_bin6	GH43_29	0	LACTARIUS	S_lactarius_ERR10960869_bin6	50.7
S_lactarius_ERR10960869_bin6	GT111	0	LACTARIUS	S_lactarius_ERR10960869_bin6	50.7
S_lactarius_ERR10960869_bin6	GH13_41	3	LACTARIUS	S_lactarius_ERR10960869_bin6	50.7
